,Book,Author,Genres,Num_Ratings,description
8138,marvin k. mooney will you please go now!,Dr. Seuss,"['Childrens', 'Picture Books', 'Fiction', 'Poetry', 'Classics', 'Humor', 'Fantasy']","9,035","Dr. Seuss ['Childrens', 'Picture Books', 'Fiction', 'Poetry', 'Classics', 'Humor', 'Fantasy']"
6697,the beak of the finch: a story of evolution in our time,Jonathan Weiner,"['Science', 'Nonfiction', 'Biology', 'Evolution', 'Nature', 'Birds', 'History']","9,035","Jonathan Weiner ['Science', 'Nonfiction', 'Biology', 'Evolution', 'Nature', 'Birds', 'History']"
5981,"at swim, two boys",Jamie O'Neill,"['LGBT', 'Fiction', 'Historical Fiction', 'Gay', 'Queer', 'Historical', 'Ireland']","9,005","Jamie O'Neill ['LGBT', 'Fiction', 'Historical Fiction', 'Gay', 'Queer', 'Historical', 'Ireland']"
7880,making of an empress (realm of hulsteria #1),Frank  David,[],9,Frank  David []
7073,nineteen cuts,Ringo Gene Hayden,['Fiction'],9,Ringo Gene Hayden ['Fiction']
9648,grownstuff soft lies; harder truths,Brenda Belinda Baldwin,[],9,Brenda Belinda Baldwin []
4519,"spintecătorul sorții (cartea oamenilor, #1)",Miruna Drăghici,[],9,Miruna Drăghici []
6753,finding your colors: fine art adult coloring book,Hertz Nazaire,[],9,Hertz Nazaire []
9475,off the mat,Jeff Bibbey,[],9,Jeff Bibbey []
6755,black glitter,Diamond Burks,[],9,Diamond Burks []
9524,"win competitions online (a competitors guide, #1)",David Fuentes,[],9,David Fuentes []
3397,legacy of the unsung,Gary D. Henry,[],9,Gary D. Henry []
6195,"selfish: permission to pause, live, love and laugh your way to joy",Naketa Ren Thigpen,[],9,Naketa Ren Thigpen []
9686,the business parables,Venugopal Gupta,[],9,Venugopal Gupta []
9872,the dark horse speaks,Little White Bird,['Nonfiction'],9,Little White Bird ['Nonfiction']
9645,stop saying yes to mr. no good: get rid of toxic men once and for all,Karlicia Lewis,[],9,Karlicia Lewis []
9707,happiness lost,R.L.  Wallace,[],9,R.L.  Wallace []
9781,bedava gergedan,Orhan Cem Çetin,[],9,Orhan Cem Çetin []
5819,running with god: a discipleship guide to grow in faith and experience the power and love of god,Liz Hill-O'Shea,[],9,Liz Hill-O'Shea []
9882,a year of starless nights,D.S. Milan,[],9,D.S. Milan []
5904,humanism: the whore of babylon and the sleeping church,Christina M.  Lopez,[],9,Christina M.  Lopez []
9762,lucy's big mess,Kim Yannayon,['Fiction'],9,Kim Yannayon ['Fiction']
7399,nineteen cuts,Ringo Gene Hayden,['Fiction'],9,Ringo Gene Hayden ['Fiction']
9064,the relationship revelation,Pollyanna Darling,[],9,Pollyanna Darling []
8971,hope,Sasha Beattie,[],9,Sasha Beattie []
9053,dark solus: an assassin's tale,David Andrew Crawford,[],9,David Andrew Crawford []
5917,going off grid,Dave  Lewis,[],9,Dave  Lewis []
9045,dating the messenger: the untold story of a clairvoyant,K. Taylor,['Biography'],9,K. Taylor ['Biography']
8989,the spaghetti set: family served italian style,Rose Marie Boyd,[],9,Rose Marie Boyd []
9043,summoning the strength,Stephanie Briggs,[],9,Stephanie Briggs []
9776,reluctantly exposed,Jessica   Leigh,[],9,Jessica   Leigh []
6338,white star,Lisa Terry,[],9,Lisa Terry []
9030,"fantastic, fabulous creatures & beasts",Melanie Dellas,['Fantasy'],9,Melanie Dellas ['Fantasy']
5934,the thresher,Paul  Christensen,[],9,Paul  Christensen []
9906,"mythbusting the cult of confucius: what the chinese really are, how to understand them and why we need to",Wayne Deeker,"['China', 'Anthropology', 'Nonfiction', 'Politics', 'History', 'Cultural']",9,"Wayne Deeker ['China', 'Anthropology', 'Nonfiction', 'Politics', 'History', 'Cultural']"
9968,ordinary magic,Ruth King Porter,[],9,Ruth King Porter []
9755,aloha joe in hawaii,Joe Holt,[],9,Joe Holt []
5875,flash,Alex Hoagland,[],9,Alex Hoagland []
6968,upside down kingdom,Jody   Brown,[],9,Jody   Brown []
9303,ultra-fat to ultra-fit: a scientist's rational approach to extreme weight loss and optimal fitness,Noah M. Walton,[],9,Noah M. Walton []
3721,home made pirates - a story from the seas,Adnan Aslam,[],9,Adnan Aslam []
5866,quantos rising,Venancio Cadle Gomani Jr.,[],9,Venancio Cadle Gomani Jr. []
6480,les méthodes marketing électronique: comment se maintenir à flot dans un marché en constant changement,Maria Johnsen,[],9,Maria Johnsen []
9024,enchanted island,May Torres,[],9,May Torres []
6042,5 stars,Louise Blackwick,[],9,Louise Blackwick []
8913,be a man: the plaid manifesto,Joshua Wisenbaker,[],9,Joshua Wisenbaker []
8894,your future demands greatness,Jacob F. Roecker,[],9,Jacob F. Roecker []
8897,farmer's boy,John R. Allan,[],9,John R. Allan []
9938,we look for magic and feed the hungry,Heather M. Browne,[],9,Heather M. Browne []
309,"unbroken: a world war ii story of survival, resilience and redemption",Laura Hillenbrand,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook']","897,253","Laura Hillenbrand ['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook']"
9419,1812,David Nevin,"['Historical Fiction', 'Fiction', 'American History', 'War', 'Historical', 'American', 'Military Fiction']",896,"David Nevin ['Historical Fiction', 'Fiction', 'American History', 'War', 'Historical', 'American', 'Military Fiction']"
7577,"the last olympian (percy jackson and the olympians, #5)",Rick Riordan,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']","895,848","Rick Riordan ['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']"
625,"the last olympian (percy jackson and the olympians, #5)",Rick Riordan,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']","895,841","Rick Riordan ['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']"
388,the night circus,Erin Morgenstern,"['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Magical Realism', 'Magic', 'Young Adult']","895,538","Erin Morgenstern ['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Magical Realism', 'Magic', 'Young Adult']"
310,"the girl who played with fire (millennium, #2)",Stieg Larsson,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']","892,818","Stieg Larsson ['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']"
61,the adventures of tom sawyer,Mark Twain,"['Classics', 'Fiction', 'Adventure', 'Historical Fiction', 'Young Adult', 'Literature', 'Childrens']","892,115","Mark Twain ['Classics', 'Fiction', 'Adventure', 'Historical Fiction', 'Young Adult', 'Literature', 'Childrens']"
5421,"farsighted (farsighted, #1)",Emlyn Chand,"['Urban Fantasy', 'Teen', 'Thriller', 'Young Adult', 'Paranormal', 'Young Adult Fantasy', 'Disability']",892,"Emlyn Chand ['Urban Fantasy', 'Teen', 'Thriller', 'Young Adult', 'Paranormal', 'Young Adult Fantasy', 'Disability']"
284,"the name of the wind (the kingkiller chronicle, #1)",Patrick Rothfuss,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult']","891,992","Patrick Rothfuss ['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult']"
623,"city of ashes (the mortal instruments, #2)",Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']","891,737","Cassandra Clare ['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']"
4014,faking delinquency,Ashley Winters,"['Romance', 'Contemporary', 'Young Adult', 'Teen', 'High School', 'Young Adult Romance', 'Fiction']",891,"Ashley Winters ['Romance', 'Contemporary', 'Young Adult', 'Teen', 'High School', 'Young Adult Romance', 'Fiction']"
7956,"where the conflict really lies: science, religion, and naturalism",Alvin Plantinga,"['Philosophy', 'Science', 'Religion', 'Theology', 'Nonfiction', 'Christianity', 'Christian']",891,"Alvin Plantinga ['Philosophy', 'Science', 'Religion', 'Theology', 'Nonfiction', 'Christianity', 'Christian']"
35,hamlet,William Shakespeare,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Literature', 'Theatre']","890,747","William Shakespeare ['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Literature', 'Theatre']"
141,"the two towers (the lord of the rings, #2)",J.R.R. Tolkien,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy']","890,506","J.R.R. Tolkien ['Fantasy', 'Fiction', 'Classics', 'Adventure', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy']"
461,"a clash of kings  (a song of ice and fire, #2)",George R.R. Martin,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adult', 'Adventure']","890,493","George R.R. Martin ['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adult', 'Adventure']"
688,we,Yevgeny Zamyatin,"['Fiction', 'Science Fiction', 'Classics', 'Dystopia', 'Russia', 'Russian Literature', 'Literature']","89,899","Yevgeny Zamyatin ['Fiction', 'Science Fiction', 'Classics', 'Dystopia', 'Russia', 'Russian Literature', 'Literature']"
3235,the moonstone,Wilkie Collins,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Victorian', '19th Century', 'Historical Fiction']","89,839","Wilkie Collins ['Classics', 'Mystery', 'Fiction', 'Crime', 'Victorian', '19th Century', 'Historical Fiction']"
6380,babel: an arcane history,R.F. Kuang,"['Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'Adult', 'Audiobook', 'Historical Fantasy']","89,526","R.F. Kuang ['Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'Adult', 'Audiobook', 'Historical Fantasy']"
1724,"the house of the scorpion (matteo alacran, #1)",Nancy Farmer,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Fantasy', 'Teen', 'Adventure']","89,373","Nancy Farmer ['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Fantasy', 'Teen', 'Adventure']"
964,"tinker, tailor, soldier, spy (george smiley, #5; karla trilogy, #1)",John le Carré,"['Fiction', 'Mystery', 'Thriller', 'Espionage', 'Classics', 'Crime', 'Mystery Thriller']","89,346","John le Carré ['Fiction', 'Mystery', 'Thriller', 'Espionage', 'Classics', 'Crime', 'Mystery Thriller']"
1775,mother night,Kurt Vonnegut Jr.,"['Fiction', 'Classics', 'Historical Fiction', 'War', 'Literature', 'Novels', 'Humor']","89,319","Kurt Vonnegut Jr. ['Fiction', 'Classics', 'Historical Fiction', 'War', 'Literature', 'Novels', 'Humor']"
1728,made to stick: why some ideas survive and others die,Chip Heath,"['Business', 'Nonfiction', 'Psychology', 'Leadership', 'Self Help', 'Communication', 'Design']","89,309","Chip Heath ['Business', 'Nonfiction', 'Psychology', 'Leadership', 'Self Help', 'Communication', 'Design']"
2299,"hogfather (discworld, #20; death, #4)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Christmas', 'Science Fiction Fantasy', 'Audiobook']","89,284","Terry Pratchett ['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Christmas', 'Science Fiction Fantasy', 'Audiobook']"
4187,"worth dying for (jack reacher, #15)",Lee Child,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller']","89,252","Lee Child ['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller']"
1487,a raisin in the sun,Lorraine Hansberry,"['Plays', 'Classics', 'Fiction', 'Drama', 'School', 'Read For School', 'Historical Fiction']","89,222","Lorraine Hansberry ['Plays', 'Classics', 'Fiction', 'Drama', 'School', 'Read For School', 'Historical Fiction']"
3093,"the camel club (the camel club, #1)",David Baldacci,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']","89,105","David Baldacci ['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']"
1041,lone survivor: the eyewitness account of operation redwing and the lost heroes of seal team 10,Marcus Luttrell,"['Nonfiction', 'Military Fiction', 'History', 'War', 'Biography', 'Memoir', 'Military History']","89,102","Marcus Luttrell ['Nonfiction', 'Military Fiction', 'History', 'War', 'Biography', 'Memoir', 'Military History']"
744,"go, dog. go!",P.D. Eastman,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Dogs', 'Kids']","89,051","P.D. Eastman ['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Dogs', 'Kids']"
5472,vicky finds a valentine,Emlyn Chand,"['Childrens', 'Fiction', 'Picture Books']",89,"Emlyn Chand ['Childrens', 'Fiction', 'Picture Books']"
9888,changing times (hidden mountain #2),Jacqueline Rhoades,['Romance'],89,Jacqueline Rhoades ['Romance']
3733,you won't know her name,Shanti Hershenson,['Poetry'],89,Shanti Hershenson ['Poetry']
1866,"father forgive us, for we know not what we do",Helmut Glavar,"['Philosophy', 'Psychology', 'Nonfiction', 'Art', 'Anthropology', 'Classics']",89,"Helmut Glavar ['Philosophy', 'Psychology', 'Nonfiction', 'Art', 'Anthropology', 'Classics']"
8711,"burn zone (alex duarte, #2)",James O. Born,"['Mystery', 'Thriller', 'Fiction', 'Crime']",89,"James O. Born ['Mystery', 'Thriller', 'Fiction', 'Crime']"
2539,meeting with christ and other poems,Deepak Chaswal,['Poetry'],89,Deepak Chaswal ['Poetry']
1838,resilience: adapt and plan for the new abnormal of the covid-19 coronavirus pandemic,Gleb Tsipursky,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Business', 'Management', 'Medicine']",89,"Gleb Tsipursky ['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Business', 'Management', 'Medicine']"
475,"wisdom revolution (the machinist, the monk, and the mesmerizer chronicles, #1)",Misba,"['Post Apocalyptic', 'Fantasy']",89,"Misba ['Post Apocalyptic', 'Fantasy']"
265,how to win friends and influence people,Dale Carnegie,"['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development', 'Leadership', 'Communication']","889,455","Dale Carnegie ['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development', 'Leadership', 'Communication']"
2486,the english patient: a screenplay,Anthony Minghella,"['Fiction', 'Romance', 'Film', 'Plays', 'Media Tie In', 'Novels', 'War']",889,"Anthony Minghella ['Fiction', 'Romance', 'Film', 'Plays', 'Media Tie In', 'Novels', 'War']"
5088,marry christmas,Linda Phillips,[],888,Linda Phillips []
5083,"why they stay: sex scandals, deals, and hidden agendas of nine political wives",Anne  Michaud,"['Nonfiction', 'Education', 'Inspirational', 'Book Club', 'How To', 'Politics', 'History']",888,"Anne  Michaud ['Nonfiction', 'Education', 'Inspirational', 'Book Club', 'How To', 'Politics', 'History']"
